00090bdd,0,2,['0.04', '0.0', '0.96', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.01']
c1c55b67,8,0,['0.61', '0.35', '0.0', '0.0', '0.0', '0.0', '0.01', '0.0', '0.03', '0.0']
c1ec1d4e,3,8,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0', '0.0']
c1eee2f2,9,4,['0.0', '0.0', '0.0', '0.0', '0.52', '0.0', '0.0', '0.0', '0.0', '0.48']
c20301a7,8,5,['0.0', '0.0', '0.0', '0.0', '0.0', '0.5', '0.07', '0.0', '0.42', '0.0']
c2036371,7,8,['0.0', '0.13', '0.0', '0.0', '0.0', '0.22', '0.0', '0.01', '0.64', '0.0']
c2498fb3,8,3,['0.0', '0.0', '0.0', '0.95', '0.0', '0.05', '0.0', '0.0', '0.0', '0.0']
c259a0e5,3,0,['0.95', '0.0', '0.0', '0.05', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
c26621d1,7,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.41', '0.0', '0.59']
c27c93c5,9,3,['0.0', '0.0', '0.0', '0.96', '0.0', '0.0', '0.0', '0.0', '0.0', '0.04']
c285ba12,6,0,['0.57', '0.0', '0.0', '0.0', '0.0', '0.01', '0.41', '0.0', '0.0', '0.0']
c2a45986,8,4,['0.0', '0.0', '0.0', '0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0']
c3212522,8,3,['0.0', '0.1', '0.0', '0.5', '0.0', '0.0', '0.0', '0.0', '0.39', '0.0']
c38a64cf,8,3,['0.0', '0.0', '0.01', '0.98', '0.0', '0.0', '0.0', '0.0', '0.0', '0.01']
c3bbf21d,3,2,['0.0', '0.0', '0.96', '0.0', '0.0', '0.0', '0.0', '0.04', '0.0', '0.0']
c3e38f29,7,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0']
c3f7e793,5,1,['0.0', '0.89', '0.0', '0.0', '0.0', '0.11', '0.0', '0.0', '0.0', '0.0']
c40b6630,9,4,['0.0', '0.0', '0.0', '0.0', '0.98', '0.0', '0.0', '0.0', '0.0', '0.02']
c43686d5,8,1,['0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
c479da8d,7,4,['0.0', '0.0', '0.0', '0.11', '0.6', '0.0', '0.0', '0.29', '0.0', '0.0']
c4b5b2a3,5,2,['0.0', '0.0', '0.96', '0.0', '0.0', '0.0', '0.04', '0.0', '0.0', '0.0']
c4c15eed,3,9,['0.0', '0.0', '0.0', '0.25', '0.0', '0.0', '0.0', '0.0', '0.09', '0.66']
c5240e92,8,0,['0.73', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.19', '0.07']
c52d7944,7,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.01', '0.0', '0.99']
c572c06b,6,1,['0.0', '0.58', '0.0', '0.0', '0.0', '0.0', '0.42', '0.0', '0.0', '0.0']
c575b31f,9,0,['1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
c5ba2f0c,6,0,['0.97', '0.0', '0.0', '0.0', '0.0', '0.0', '0.03', '0.0', '0.0', '0.0']
c5d23e02,7,4,['0.0', '0.0', '0.0', '0.0', '0.84', '0.0', '0.0', '0.16', '0.0', '0.0']
c5f7e3b4,3,9,['0.0', '0.0', '0.0', '0.12', '0.08', '0.0', '0.0', '0.02', '0.0', '0.77']
c5f8a617,7,2,['0.0', '0.02', '0.8', '0.0', '0.0', '0.0', '0.0', '0.04', '0.14', '0.0']
c65ad90e,1,4,['0.0', '0.07', '0.0', '0.0', '0.51', '0.0', '0.0', '0.01', '0.0', '0.41']
c66ac673,3,2,['0.0', '0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
c680004f,1,2,['0.0', '0.06', '0.94', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
c699634b,8,4,['0.0', '0.0', '0.0', '0.0', '0.99', '0.01', '0.0', '0.0', '0.0', '0.0']
c69b26d1,5,8,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0', '0.0']
c6e9157d,8,6,['0.0', '0.0', '0.0', '0.0', '0.0', '0.31', '0.55', '0.0', '0.14', '0.0']
c6f7a933,2,3,['0.0', '0.0', '0.02', '0.98', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
c6fc85aa,2,3,['0.0', '0.0', '0.12', '0.88', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
c733a7a5,8,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.01', '0.99']
c77fab22,7,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0']
c7939200,3,2,['0.0', '0.0', '0.6', '0.3', '0.0', '0.0', '0.0', '0.01', '0.09', '0.0']
c7a58448,3,5,['0.0', '0.0', '0.0', '0.33', '0.0', '0.67', '0.0', '0.0', '0.0', '0.0']
c7bb0f2e,9,8,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.94', '0.06']
c7e8b019,9,7,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0', '0.0', '0.0']
c810cbf1,2,1,['0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
c815baf9,3,2,['0.0', '0.0', '0.65', '0.19', '0.0', '0.0', '0.0', '0.0', '0.0', '0.16']
c842f734,5,3,['0.0', '0.0', '0.0', '0.62', '0.0', '0.38', '0.0', '0.0', '0.0', '0.0']
c8688a33,8,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0']
c89b7eb4,5,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.01', '0.0', '0.0', '0.0', '0.98']
c8c318af,6,0,['1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
c8d62772,9,4,['0.0', '0.0', '0.0', '0.0', '0.79', '0.0', '0.0', '0.0', '0.0', '0.21']
c8d9ff18,5,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.01', '0.0', '0.0', '0.0', '0.99']
c90de931,3,9,['0.0', '0.0', '0.0', '0.23', '0.0', '0.0', '0.0', '0.0', '0.0', '0.77']
c9184d39,1,9,['0.0', '0.3', '0.0', '0.0', '0.0', '0.0', '0.0', '0.01', '0.0', '0.69']
c92ee967,3,5,['0.0', '0.0', '0.0', '0.02', '0.0', '0.98', '0.0', '0.0', '0.0', '0.0']
c9b10cf8,2,7,['0.0', '0.0', '0.22', '0.0', '0.0', '0.0', '0.0', '0.78', '0.0', '0.0']
c9d7da5f,1,2,['0.0', '0.05', '0.95', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
c9f7da13,2,8,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0', '0.0']
ca073d7f,5,3,['0.0', '0.0', '0.0', '0.97', '0.0', '0.03', '0.0', '0.0', '0.0', '0.0']
ca08ff1e,4,9,['0.0', '0.0', '0.0', '0.0', '0.44', '0.0', '0.0', '0.03', '0.0', '0.53']
ca22b823,4,9,['0.0', '0.0', '0.0', '0.0', '0.27', '0.0', '0.0', '0.0', '0.0', '0.73']
ca50241b,5,3,['0.0', '0.0', '0.0', '0.96', '0.0', '0.03', '0.0', '0.0', '0.0', '0.01']
ca65eda8,5,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.42', '0.0', '0.0', '0.01', '0.58']
ca69e69c,2,1,['0.0', '0.63', '0.29', '0.0', '0.0', '0.0', '0.0', '0.08', '0.0', '0.0']
ca796635,3,1,['0.0', '0.99', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
caabd2b4,8,9,['0.0', '0.0', '0.0', '0.0', '0.48', '0.01', '0.0', '0.0', '0.01', '0.5']
cac0c0cf,8,3,['0.0', '0.0', '0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
cb6ee306,8,3,['0.0', '0.0', '0.31', '0.62', '0.0', '0.0', '0.0', '0.0', '0.07', '0.0']
cb80fa8b,8,1,['0.0', '0.77', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.23', '0.0']
cb896ade,6,2,['0.0', '0.0', '0.89', '0.0', '0.0', '0.0', '0.11', '0.0', '0.0', '0.0']
cbb20a29,8,1,['0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
cc3f0126,2,7,['0.0', '0.43', '0.04', '0.0', '0.0', '0.0', '0.0', '0.53', '0.0', '0.0']
cc4d223b,5,8,['0.0', '0.0', '0.0', '0.0', '0.0', '0.16', '0.0', '0.0', '0.84', '0.0']
cc6485e0,5,6,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0', '0.0', '0.0', '0.0']
cc6da163,5,9,['0.0', '0.0', '0.0', '0.0', '0.09', '0.17', '0.0', '0.0', '0.0', '0.74']
cc982f46,2,8,['0.0', '0.0', '0.27', '0.0', '0.0', '0.0', '0.0', '0.0', '0.73', '0.0']
cca0a1c1,2,8,['0.0', '0.16', '0.08', '0.0', '0.0', '0.0', '0.0', '0.0', '0.76', '0.0']
ccc4b83c,5,1,['0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
ccc5e11e,3,8,['0.0', '0.0', '0.04', '0.02', '0.0', '0.0', '0.0', '0.0', '0.94', '0.0']
cccbd075,3,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0']
cd24e357,2,0,['0.97', '0.0', '0.0', '0.0', '0.03', '0.0', '0.0', '0.0', '0.0', '0.0']
cd24fc72,1,2,['0.0', '0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
cd8fcf12,8,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.26', '0.74']
cda5a9fe,1,2,['0.0', '0.13', '0.87', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
cdc46646,9,5,['0.0', '0.0', '0.0', '0.0', '0.0', '0.92', '0.0', '0.0', '0.0', '0.08']
cdcf0a60,2,1,['0.0', '0.84', '0.16', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
cdfd2d76,8,1,['0.0', '0.5', '0.0', '0.0', '0.0', '0.02', '0.0', '0.0', '0.48', '0.0']
ce018d61,5,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.15', '0.0', '0.0', '0.0', '0.85']
ce04c9e1,0,9,['0.11', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.89']
ce2dca9a,5,0,['1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
ce3a3d55,3,5,['0.0', '0.0', '0.0', '0.0', '0.0', '1.0', '0.0', '0.0', '0.0', '0.0']
ce55653a,1,7,['0.0', '0.21', '0.0', '0.0', '0.3', '0.0', '0.0', '0.45', '0.0', '0.04']
ce671c45,7,0,['0.84', '0.0', '0.0', '0.0', '0.07', '0.0', '0.0', '0.06', '0.0', '0.03']
ce8e6b8d,1,7,['0.0', '0.0', '0.0', '0.0', '0.03', '0.0', '0.0', '0.94', '0.0', '0.03']
ce97ef31,2,8,['0.0', '0.0', '0.01', '0.0', '0.0', '0.0', '0.0', '0.0', '0.99', '0.0']
ceb661ec,6,2,['0.0', '0.0', '0.78', '0.0', '0.0', '0.19', '0.0', '0.0', '0.03', '0.0']
cec26c2d,2,9,['0.11', '0.0', '0.06', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.82']
ceec3370,5,1,['0.0', '0.56', '0.0', '0.0', '0.0', '0.42', '0.0', '0.02', '0.0', '0.0']
cf12b0d3,8,9,['0.0', '0.0', '0.0', '0.01', '0.0', '0.0', '0.0', '0.0', '0.26', '0.73']
cf1c9bf5,8,0,['1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
cf34cc73,1,2,['0.0', '0.02', '0.97', '0.01', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
cf92d471,7,2,['0.0', '0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
cfc6a67c,9,0,['1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
cfc6d36e,8,0,['0.98', '0.0', '0.01', '0.0', '0.0', '0.0', '0.0', '0.0', '0.01', '0.0']
cff1262e,7,9,['0.11', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.29', '0.0', '0.6']
d00a3f2a,2,3,['0.0', '0.0', '0.21', '0.79', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
d0166b1a,3,1,['0.0', '0.99', '0.01', '0.01', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
d0611186,8,2,['0.0', '0.0', '0.8', '0.15', '0.0', '0.0', '0.0', '0.0', '0.06', '0.0']
d0891a7a,7,2,['0.0', '0.0', '0.86', '0.0', '0.0', '0.0', '0.0', '0.13', '0.0', '0.0']
d0a284a4,9,1,['0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
d0a7b506,9,3,['0.0', '0.0', '0.0', '0.54', '0.0', '0.0', '0.0', '0.43', '0.0', '0.03']
d124519f,7,0,['0.94', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.04', '0.0', '0.02']
d12bc7f1,7,9,['0.0', '0.0', '0.0', '0.0', '0.03', '0.0', '0.0', '0.05', '0.0', '0.92']
d13eb348,8,1,['0.0', '0.8', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.2', '0.0']
d19dbbe9,9,3,['0.0', '0.0', '0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
d1ad0956,5,8,['0.0', '0.0', '0.0', '0.0', '0.0', '0.31', '0.11', '0.0', '0.58', '0.0']
d1de8803,4,9,['0.0', '0.0', '0.0', '0.0', '0.01', '0.0', '0.0', '0.0', '0.0', '0.99']
d22de68d,9,7,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.71', '0.0', '0.29']
d271b52a,5,8,['0.0', '0.0', '0.0', '0.0', '0.0', '0.09', '0.0', '0.0', '0.91', '0.0']
d2b26c74,5,6,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.99', '0.0', '0.01', '0.0']
d2c90f91,3,7,['0.0', '0.0', '0.0', '0.11', '0.0', '0.0', '0.0', '0.89', '0.0', '0.0']
d2d8f240,3,9,['0.0', '0.0', '0.0', '0.16', '0.0', '0.0', '0.0', '0.0', '0.0', '0.84']
d2e38f21,3,8,['0.0', '0.0', '0.12', '0.16', '0.0', '0.0', '0.0', '0.0', '0.65', '0.06']
d2f0de93,4,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0']
d3100e44,9,3,['0.0', '0.0', '0.0', '0.95', '0.0', '0.0', '0.0', '0.0', '0.0', '0.05']
d3aa4af4,3,8,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0', '0.0']
d3eae4bb,0,9,['0.02', '0.0', '0.04', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.94']
d3fd714a,7,0,['1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
d418bcd2,2,3,['0.0', '0.28', '0.21', '0.51', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
d42aefc6,3,8,['0.0', '0.0', '0.0', '0.01', '0.0', '0.0', '0.0', '0.0', '0.99', '0.0']
d43bcf78,6,0,['0.64', '0.0', '0.0', '0.0', '0.0', '0.0', '0.36', '0.0', '0.0', '0.0']
d44a8138,2,3,['0.0', '0.0', '0.37', '0.63', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
d4528db6,8,5,['0.0', '0.0', '0.0', '0.0', '0.0', '0.97', '0.02', '0.0', '0.0', '0.0']
d48c5b21,7,4,['0.0', '0.0', '0.0', '0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0']
d4ad3e49,9,4,['0.0', '0.0', '0.0', '0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0']
d4eb99b2,2,8,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0', '0.0']
logloss=-0.418557964029
